This Pfam domain was detected only during IHH-specific iterations? 0 = No, 1 = Yes	Pfam AC	Pfam ID, description	Protein AC	Protein length	Start hit coordinate on protein, aa	End hit coordinate on protein, aa	P_IHH	P_protein	P_domain	Virus genome	The most senior rank to which virus is classified	The 2nd most senior rank to which virus is classified	Virus taxonomy	target length	target Neff	query length #1	probability #1	pvalue #1	score #1	SS score #1	query coordinates #1	target coordinates #1	query length #2	probability #2	pvalue #2	score #2	SS score #2	query coordinates #2	target coordinates #2	Probab2
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_005351238.1	1838	1212	1304	96.3	89.7	95.9	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, SFV complex, Bebaru virus	183	11.7	1838	89.7	4.7e-06	42.5	2.1	1-1838	92-183	184	96.3	5.8e-08	40.8	2.1	1166-1349	92-183	2	96.69948519273007
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_006732326.1	1801	1230	1320	96.5	94.6	97.1	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	183	11.7	1801	94.6	4.1e-06	42.8	7.8	1-1801	94-183	620	96.5	3.7e-07	43.5	7.8	1182-1801	94-183	2	96.40395047942116
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_008888544.1	2433	1216	1305	96.5	90	95.9	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Ndumu virus	183	11.7	2433	90.0	1.1e-05	41.6	4.7	1-2433	105-182	163	96.5	1.4e-07	38.4	4.7	1169-1331	94-182	2	97.10285387604362
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_008901140.1	2456	1212	1304	96.4	87.9	95.9	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, SFV complex, Bebaru virus	183	11.7	2456	87.9	8e-06	42.4	2.3	1-2456	92-183	184	96.4	5.8e-08	40.8	2.3	1166-1349	92-183	2	96.71811542793934
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_008901141.1	2415	1230	1320	96.2	93.7	97.1	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	183	11.7	2415	93.7	7.3e-06	42.6	7.9	1-2415	94-183	778	96.2	7.2e-07	43.1	7.9	1182-1959	94-183	2	96.08586502173132
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_009020570.1	2474	1205	1296	96	90.4	96.1	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Madariaga virus	183	11.7	2474	90.4	5.1e-05	37.4	9.2	1-2474	92-182	167	96.0	1.6e-06	33.6	7.3	1162-1328	92-182	2	97.12230682387258
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_009058892.1	2411	1214	1306	96.7	90.1	96.2	plus_ssRNA	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Middelburg virus	183	11.7	2411	90.1	2.9e-05	38.8	7.4	1-2411	92-183	184	96.7	3.1e-07	37.4	7.4	1168-1351	92-183	2	96.97085382859942
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_004928118.1	2645	1020	1077	95.4	83.8	94.5	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Hibiscus green spot virus 2	183	11.7	2645	83.8	0.00014	34.9	8.2	1-2645	126-183	300	95.4	3.9e-06	34.5	8.2	798-1097	126-183	3	95.56020610053557
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_009179218.1	7312	5758	5808	96.7	84.5	85.2	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Sanxia water strider virus 6	183	11.7	7312	84.5	0.00016	38.1	9.8	1-7312	132-181	300	96.7	8.1e-07	37.9	9.8	5559-5858	132-181	4	96.73819709040026
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_654538.1	2512	989	1048	95.6	86.1	95.8	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Citrus leprosis virus C	183	11.7	2512	86.1	1.6e-05	40.7	3.2	1-2512	124-183	300	95.6	2.9e-07	40.1	3.2	803-1102	124-183	3	95.82262301756316
0	PF01728.18	FtsJ, FtsJ-like methyltransferase	YP_009342435.1	2373	932	989	95.3	85.7	95.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan house centipede virus 1	183	11.7	2373	85.7	1.5e-05	40.5	2.8	1-2373	127-182	300	95.3	3.9e-07	39.5	2.8	728-1027	127-182	3	95.62924275640707
0	PF02123.15	RdRP_4, Viral RNA-directed RNA-polymerase	YP_009246448.1	1416	880	998	95.8	91.7	95.7	dsRNA viruses	Reoviridae	unclassified	Viruses, dsRNA viruses, Reoviridae, unclassified Reoviridae, Callinectes sapidus reovirus 1	467	9.1	1416	91.7	1.8e-06	54.9	1.6	1-1416	358-443	300	95.8	9.2e-08	54.0	1.6	751-1050	358-443	3	96.03111005859384
0	PF02226.15	Pico_P1A, Picornavirus coat protein (VP4)	NP_040350.1	2303	87	147	97.2	93.7	97	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Cardiovirus, Theilovirus	68	6.2	2303	93.7	1.3e-06	48.3	3.3	1-2303	11-68	171	97.2	7.5e-09	46.9	3.3	1-171	11-68	2	97.39777500454
0	PF02226.15	Pico_P1A, Picornavirus coat protein (VP4)	NP_056777.1	2292	82	136	97.1	92.6	96.8	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Cardiovirus, Encephalomyocarditis virus	68	6.2	2292	92.6	2.4e-06	46.6	3.2	1-2292	17-67	161	97.1	1.3e-08	45.3	3.2	1-161	18-67	2	97.23854766490273
0	PF02226.15	Pico_P1A, Picornavirus coat protein (VP4)	YP_001949875.1	2293	86	143	97.4	94.4	97.2	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Cardiovirus, Human TMEV-like cardiovirus	68	6.2	2293	94.4	8.5e-07	49.5	3.4	1-2293	18-68	167	97.4	4.4e-09	47.8	3.4	1-167	18-68	2	97.54578894748902
0	PF02226.15	Pico_P1A, Picornavirus coat protein (VP4)	YP_006383902.1	1172	82	136	97.1	94.3	96.8	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Cardiovirus, Encephalomyocarditis virus	68	6.2	1172	94.3	9.4e-07	46.0	3.3	1-1172	18-67	161	97.1	1.3e-08	45.3	3.3	1-161	18-67	2	97.1762541070003
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009315910.1	3787	1304	1362	96.3	89.3	96.6	dsRNA viruses	Endornaviridae	Betaendornavirus	Viruses, dsRNA viruses, Endornaviridae, Betaendornavirus, Botrytis cinerea betaendornavirus 1	126	10.6	3787	89.3	2.4e-05	40.7	6.4	1-3787	1-97	300	96.3	2.5e-07	40.0	5.3	1067-1366	1-97	3	96.67887017741853
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009268643.1	3614	322	426	95.9	89.6	96.6	plus_ssRNA	Nyfulvavirus	unclassified	Viruses, unassigned viruses, Nyfulvavirus, Nylanderia fulva virus 1	126	10.6	3614	89.6	5.1e-06	44.8	2.3	1-3614	1-126	624	95.9	1.3e-07	45.5	2.3	1-624	1-126	3	95.66392634218856
0	PF02338.18	OTU, OTU-like cysteine protease	NP_624333.1	1962	689	763	96.7	94.8	97.2	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Citrivirus, Citrus leaf blotch virus	126	10.6	1962	94.8	5.1e-07	48.1	2.9	1-1962	1-96	511	96.7	3.4e-08	47.4	2.9	360-870	1-96	2	96.78123568098795
0	PF02338.18	OTU, OTU-like cysteine protease	YP_001429585.1	1934	857	930	95.6	88.6	95.5	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Potato virus P	126	10.6	1934	88.6	3.4e-05	37.0	6.5	1-1934	1-98	300	95.6	1.5e-06	36.2	6.5	654-953	1-98	3	95.83419284627564
0	PF02338.18	OTU, OTU-like cysteine protease	YP_001552317.1	2051	942	1013	97.6	94.7	97.3	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Phlox virus B	126	10.6	2051	94.7	2.5e-06	44.1	6.8	1-2051	1-95	195	97.6	7.8e-09	44.8	6.8	845-1039	1-96	2	97.54826785698349
0	PF02338.18	OTU, OTU-like cysteine protease	YP_002574614.1	1956	872	945	96.8	89.5	96	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Helleborus net necrosis virus	126	10.6	1956	89.5	2.6e-05	37.7	6.5	1-1956	1-98	151	96.8	2e-07	36.9	6.5	818-968	1-98	2	96.9160976843705
0	PF02338.18	OTU, OTU-like cysteine protease	YP_003075957.1	1999	925	999	95.5	81.8	94	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Kalanchoe latent virus	126	10.6	1999	81.8	8.9e-05	34.6	5.9	1-1999	2-101	154	95.5	1.6e-06	32.9	5.9	866-1019	2-102	2	96.0834305602194
0	PF02338.18	OTU, OTU-like cysteine protease	YP_004901680.1	1929	855	943	97	91.1	96.1	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Mirabilis jalapa mottle virus	126	10.6	1929	91.1	1.7e-06	44.8	0.6	1-1929	2-113	133	97.0	4.8e-09	43.4	0.6	817-949	2-115	2	97.21609010775275
0	PF02338.18	OTU, OTU-like cysteine protease	YP_006522434.1	1949	865	940	96.6	95	97.2	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Potato virus H	126	10.6	1949	95.0	2.1e-06	44.4	7.2	1-1949	1-99	610	96.6	2.5e-07	43.8	7.2	354-963	1-99	2	96.70184271104334
0	PF02338.18	OTU, OTU-like cysteine protease	YP_006905861.1	2038	950	1049	97	91.6	96.2	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus, Rubus canadensis virus 1	126	10.6	2038	91.6	1.7e-06	45.2	0.9	1-2038	1-98	144	97.0	5.9e-09	43.5	0.9	906-1049	1-126	2	97.2390123310778
0	PF02338.18	OTU, OTU-like cysteine protease	YP_007761581.1	2027	926	997	96.3	87	95.4	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Robigovirus, Cherry rusty mottle associated virus	126	10.6	2027	87.0	1.4e-05	39.5	3.3	1-2027	1-92	163	96.3	1.2e-07	38.3	3.3	873-1035	1-92	2	96.56717322738757
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009046478.1	2037	936	1036	96.1	85.6	94.9	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Robigovirus, Cherry twisted leaf associated virus	126	10.6	2037	85.6	1.3e-05	39.8	2.2	1-2037	1-91	164	96.1	9.6e-08	38.8	2.2	882-1045	1-117	2	96.3799002246968
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009094347.1	2022	946	1022	97.6	94.2	97.2	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus, Asian prunus virus 1	126	10.6	2022	94.2	1.6e-06	45.2	4.6	1-2022	1-98	144	97.6	2.6e-09	45.1	4.6	903-1046	1-99	2	97.64920256418347
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009204561.1	2005	942	1016	97.6	93.8	97.1	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus, unclassified Foveavirus, Asian prunus virus 2	126	10.6	2005	93.8	2.2e-06	44.4	4.7	1-2005	1-96	144	97.6	3.3e-09	44.6	4.7	899-1042	1-97	2	97.58064944114679
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009215374.1	2022	946	1022	97.7	94.3	97.2	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Foveavirus, unclassified Foveavirus, Asian prunus virus 3	126	10.6	2022	94.3	9e-07	46.8	3.2	1-2022	1-98	144	97.7	9.6e-10	47.0	3.2	903-1046	1-99	2	97.66817525748743
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009275350.1	1966	932	984	97.7	94.9	97.4	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, unclassified Carlavirus, Jasmine virus C	126	10.6	1966	94.9	1.2e-07	52.0	-0.6	1-1966	69-99	157	97.7	1.4e-10	51.4	-0.6	828-984	69-126	2	97.73908026905977
0	PF02338.18	OTU, OTU-like cysteine protease	YP_595727.1	2004	914	987	97	91.9	96.5	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Daphne virus S	126	10.6	2004	91.9	1.4e-06	45.5	0.9	1-2004	1-97	183	97.0	5.6e-09	45.1	0.9	830-1012	1-98	2	97.06576967937285
0	PF02338.18	OTU, OTU-like cysteine protease	YP_699983.1	1966	888	963	96.5	86.3	95.5	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus, Narcissus common latent virus	126	10.6	1966	86.3	2.1e-05	38.4	3.9	1-1966	2-100	154	96.5	1.1e-07	38.1	3.9	830-983	2-101	2	96.53399830025114
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009333202.1	2601	551	616	95.5	85.6	95.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Beihai anemone virus 1	126	10.6	2601	85.6	3.4e-05	38.2	5.0	1-2601	1-95	300	95.5	8.6e-07	37.4	5.0	464-763	1-95	4	95.73996368941258
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009336762.1	2629	588	651	95.8	88.4	95.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Sanxia atyid shrimp virus 1	126	10.6	2629	88.4	1.3e-06	47.0	-2.2	1-2629	2-93	300	95.8	1.9e-08	45.5	-2.2	424-723	2-93	3	96.19286839166917
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009337147.1	2290	1758	1842	95.2	83.1	95.2	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changjiang hepe-like virus 1	126	10.6	2290	83.1	7.8e-06	41.6	-0.0	1-2290	5-113	284	95.2	1.1e-07	41.5	-0.0	1622-1905	5-113	4	94.26563375613289
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009337412.1	3243	804	868	95.4	80.2	95.5	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei virga-like virus 2	126	10.6	3243	80.2	4.1e-06	44.9	-2.9	1-3243	1-93	282	95.4	2.2e-08	44.9	-2.9	693-974	1-93	4	95.44251281560277
0	PF02338.18	OTU, OTU-like cysteine protease	YP_009337439.1	2702	637	723	96.1	89	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei virga-like virus 23	126	10.6	2702	89.0	1.5e-05	40.5	4.8	1-2702	2-95	300	96.1	2.9e-07	39.7	4.8	562-861	2-95	4	96.31252618335868
0	PF02832.15	Flavi_glycop_C, Flavivirus glycoprotein, immunoglobulin-like domain	YP_009305197.1	3341	510	586	96.3	86.1	95.6	plus_ssRNA	Flaviviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Anopheles flavivirus variant 1	96	5.1	3341	86.1	4.1e-05	43.3	6.4	1-3341	4-86	163	96.3	3.1e-07	42.2	6.1	508-670	3-86	2	96.61550319070373
0	PF02832.15	Flavi_glycop_C, Flavivirus glycoprotein, immunoglobulin-like domain	YP_009388577.1	3342	516	586	96.9	90.9	96.3	plus_ssRNA	Flaviviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Karumba virus	96	5.1	3342	90.9	1e-05	47.5	5.7	1-3342	8-86	163	96.9	6.3e-08	45.8	5.7	508-670	7-86	2	97.13280108602851
0	PF02832.15	Flavi_glycop_C, Flavivirus glycoprotein, immunoglobulin-like domain	YP_009389296.1	3341	517	586	97	92.2	96.5	plus_ssRNA	Flaviviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Mac Peak virus	96	5.1	3341	92.2	4.5e-06	49.9	4.8	1-3341	8-96	163	97.0	3e-08	47.4	4.8	508-670	8-86	2	97.30471444438382
0	PF03368.13	Dicer_dimer, Dicer dimerisation domain	YP_009337100.1	2904	1970	2039	96.2	94.1	97.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 59	93	9.7	2904	94.1	2.7e-06	44.9	6.0	1-2904	1-76	995	96.2	3.1e-07	45.2	6.0	1910-2904	1-76	2	96.13613063984883
0	PF03368.13	Dicer_dimer, Dicer dimerisation domain	YP_009337395.1	3056	2123	2186	96.6	91.5	96.8	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 60	93	9.7	3056	91.5	5.9e-06	43.0	4.4	1-3056	2-76	300	96.6	9.2e-08	41.7	4.4	2066-2365	3-76	3	96.82328311555122
0	PF03368.13	Dicer_dimer, Dicer dimerisation domain	YP_009337405.1	3100	2076	2127	96.1	94	97.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei tetragnatha maxillosa virus 5	93	9.7	3100	94.0	1.7e-06	46.4	4.6	1-3100	22-78	1139	96.1	1.9e-07	47.1	4.6	1962-3100	22-78	2	95.97829148761049
0	PF03368.13	Dicer_dimer, Dicer dimerisation domain	YP_009342431.1	1562	44	101	95.2	87.6	95.7	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan insect virus 31	93	9.7	1562	87.6	1.3e-05	38.0	3.4	1-1562	21-83	300	95.2	5.7e-07	37.8	3.4	1-300	21-83	2	95.26426250406904
0	PF03368.13	Dicer_dimer, Dicer dimerisation domain	YP_009345020.1	3113	2059	2126	97.2	89.5	96.3	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Zhejiang mosquito virus 1	93	9.7	3113	89.5	7.4e-06	42.5	3.2	1-3113	4-78	126	97.2	1.1e-08	41.0	3.2	2020-2145	4-78	2	97.35754588526063
0	PF04766.11	Baculo_p26, Nucleopolyhedrovirus p26 protein	YP_007438864.1	7391	827	896	95.3	77.4	95.3	dsRNA viruses	unclassified	unclassified	Viruses, dsRNA viruses, Gentian Kobu-sho-associated virus	247	4.9	7391	77.4	6.4e-05	50.2	4.9	1-7391	49-132	300	95.3	6.3e-07	50.1	4.9	751-1050	49-132	5	95.32181431158561
0	PF04970.12	LRAT, Lecithin retinol acyltransferase	YP_008531322.1	2259	778	873	97.2	93.8	97	plus_ssRNA	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Potamipivirus, Eel picornavirus 1	132	9.0	2259	93.8	1.5e-06	49.1	3.9	1-2259	2-127	217	97.2	9.4e-09	48.5	3.9	662-878	2-126	2	97.29837888173083
0	PF05272.10	VirE, Virulence-associated protein E	YP_009268643.1	3614	625	718	95.7	93.5	97.3	plus_ssRNA	Nyfulvavirus	unclassified	Viruses, unassigned viruses, Nyfulvavirus, Nylanderia fulva virus 1	201	10.7	3614	93.5	6.1e-06	47.4	7.7	1-3614	51-131	1472	95.7	1e-06	48.0	7.7	1-1472	51-131	2	95.52152340395303
0	PF05272.10	VirE, Virulence-associated protein E	YP_009362296.1	1695	528	670	96	90.4	95.8	plus_ssRNA	Picornavirales	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, unclassified Picornavirales, Picorna-like virus AWando15	201	10.7	1695	90.4	2.6e-06	46.2	1.1	1-1695	57-176	300	96.0	5.8e-08	46.3	1.0	425-724	58-176	3	96.02230070398788
0	PF05272.10	VirE, Virulence-associated protein E	YP_009336987.1	1932	632	750	96.3	90.7	96.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 75	201	10.7	1932	90.7	5.5e-06	44.8	3.5	1-1932	58-176	300	96.3	1.1e-07	44.8	3.5	505-804	58-176	3	96.26315181904887
0	PF05272.10	VirE, Virulence-associated protein E	YP_009337118.1	3778	874	935	95.7	82	95.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 52	201	10.7	3778	82.0	1.3e-05	45.4	0.9	1-3778	59-112	300	95.7	9e-08	45.3	0.9	751-1050	59-113	4	95.74209471455579
0	PF05413.10	Peptidase_C34, Putative closterovirus papain-like endopeptidase	YP_006905848.1	2225	672	759	95.4	91.9	96.3	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Divavirus, Diuris virus B	92	7.8	2225	91.9	7.6e-06	43.6	5.6	1-2225	4-90	502	95.4	9.1e-07	42.1	5.6	350-851	4-90	2	95.87150300084303
0	PF05413.10	Peptidase_C34, Putative closterovirus papain-like endopeptidase	YP_009373228.1	1539	604	692	96.3	93.8	96.6	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Vitivirus, unclassified Vitivirus, Agave tequilana leaf virus	92	7.8	1539	93.8	1.8e-06	45.8	4.2	1-1539	4-91	403	96.3	1.4e-07	45.3	4.2	340-742	4-90	2	96.36308089671057
0	PF05413.10	Peptidase_C34, Putative closterovirus papain-like endopeptidase	YP_009408144.1	2225	670	761	96.7	94.9	97.1	plus_ssRNA	Tymovirales	Betaflexiviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Trivirinae, Divavirus, unclassified Divavirus, Ocimum basilicum RNA virus 1	92	7.8	2225	94.9	5e-07	51.2	3.1	1-2225	2-92	501	96.7	3e-08	50.3	3.1	351-851	2-92	2	96.86536972372129
0	PF05413.10	Peptidase_C34, Putative closterovirus papain-like endopeptidase	YP_009337768.1	2271	627	723	95.5	88	96	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei virga-like virus 7	92	7.8	2271	88.0	1.3e-05	42.1	3.9	1-2271	9-91	355	95.5	4.1e-07	42.2	3.9	431-785	9-91	2	95.50196622160298
0	PF05416.11	Peptidase_C37, Southampton virus-type processing peptidase	YP_009010978.1	1312	636	694	95.2	94.4	95.6	plus_ssRNA	Astroviridae	Mamastrovirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Astroviridae, Mamastrovirus, unclassified Mamastrovirus, Porcine astrovirus 2	562	4.0	1312	94.4	2e-06	59.7	7.1	1-1312	251-314	300	95.2	1.2e-06	53.5	7.1	565-864	256-314	3	96.52754731448304
0	PF05533.11	Peptidase_C42, Beet yellows virus-type papain-like endopeptidase C42	YP_009112894.1	3149	803	875	95.7	87.4	95.8	plus_ssRNA	Closteroviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, unclassified Closteroviridae, Persimmon virus B	88	4.7	3149	87.4	1.2e-05	46.5	3.3	1-3149	2-81	300	95.7	2.4e-07	45.9	3.3	601-900	2-81	3	95.86623916858106
0	PF05533.11	Peptidase_C42, Beet yellows virus-type papain-like endopeptidase C42	YP_009337659.1	2444	10	78	96.8	92.2	96.9	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei virga-like virus 21	88	4.7	2444	92.2	2.6e-06	49.8	3.1	1-2444	4-72	186	96.8	2.4e-08	48.6	3.1	1-186	4-72	2	97.01198503954521
0	PF05578.11	Peptidase_S31, Pestivirus NS3 polyprotein peptidase S31	YP_009179222.1	8037	4022	4178	95.2	91.2	96.5	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Xinzhou spider virus 2	211	2.0	8037	91.2	2.2e-06	60.5	1.6	1-8037	55-184	1214	95.2	2.8e-07	59.5	2.8	3009-4222	55-184	2	95.16329769856597
0	PF05578.11	Peptidase_S31, Pestivirus NS3 polyprotein peptidase S31	YP_009254745.1	7771	3448	3595	96.4	93.5	97	plus_ssRNA	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Wuhan centipede virus	211	2.0	7771	93.5	5.3e-06	57.3	8.5	1-7771	52-186	907	96.4	2.8e-07	58.1	8.5	2722-3628	52-188	2	96.32540803438565
0	PF05579.12	Peptidase_S32, Equine arteritis virus serine endopeptidase S32	YP_009380535.1	6732	3166	3307	95.6	82.8	95.8	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Torovirinae, Torovirus, unclassified Torovirus, Goat torovirus	296	7.9	6732	82.8	4.5e-05	50.1	6.0	1-6732	112-227	385	95.6	6.3e-07	49.3	6.0	3045-3429	112-227	2	95.82648500727876
0	PF05579.12	Peptidase_S32, Equine arteritis virus serine endopeptidase S32	YP_009380536.1	4444	3166	3307	95.6	86.5	95.9	plus_ssRNA	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Torovirinae, Torovirus, unclassified Torovirus, Goat torovirus	296	7.9	4444	86.5	2.7e-05	50.2	6.1	1-4444	112-227	385	95.6	6.3e-07	49.3	6.1	3045-3429	112-227	2	95.87462302111373
